Kp: 0.2
Ki: 0
Kd: 0
tau: 0.01
limMin: -0.8
limMax: 0.8
intLimMin: -0.25
intLimMax: 0.25
setpoint: 222.721
t;error;out
28.0476;2.51126;0.502252
28.0769;2.52661;0.505322
28.1059;2.54169;0.508337
28.135;2.55673;0.511346
28.1637;2.5715;0.514301
28.1931;2.58649;0.517297
28.2215;2.60088;0.520175
28.2498;2.61504;0.523007
28.2786;2.62935;0.52587
28.3073;2.64351;0.528702
28.3392;2.65913;0.531827
28.3709;2.67447;0.534894
28.4029;2.68974;0.537949
28.4343;2.70465;0.54093
28.4658;2.71935;0.543869
28.4963;2.73344;0.546689
28.5281;2.74797;0.549594
28.559;2.76193;0.552386
28.5913;2.77632;0.555264
28.6225;2.79001;0.558002
28.6545;2.80386;0.560773
28.6853;2.81703;0.563406
28.7175;2.8306;0.566119
28.7488;2.8436;0.56872
28.7808;2.85663;0.571326
28.8125;2.86934;0.573868
28.8441;2.88179;0.576358
28.8654;2.89006;0.578012
28.8992;2.90298;0.580597
28.9313;2.91508;0.583017
28.9623;2.92639;0.585278
28.9939;2.93779;0.587558
29.0248;2.94862;0.589725
29.0569;2.95976;0.591953
29.0873;2.96997;0.593994
29.1186;2.98026;0.596051
29.1507;2.99052;0.598105
29.1819;3.00027;0.600055
29.2133;3.00992;0.601984
29.2445;3.01917;0.603833
29.2772;3.02863;0.605725
29.309;3.03757;0.607513
29.3413;3.04633;0.609265
29.3726;3.05452;0.610904
29.4039;3.06252;0.612503
29.4343;3.07002;0.614005
29.4655;3.07742;0.615485
29.4962;3.08447;0.616895
29.5282;3.09148;0.618295
29.5596;3.0981;0.61962
29.5914;3.10449;0.620898
29.6224;3.11053;0.622107
29.6554;3.11658;0.623315
29.6863;3.12198;0.624396
29.7172;3.12711;0.625421
29.7495;3.13222;0.626444
29.7811;3.13687;0.627374
29.8151;3.14156;0.628311
29.8475;3.14572;0.629144
29.8786;3.14944;0.629889
29.911;3.15306;0.630612
29.9439;3.15633;0.631265
29.9756;3.15916;0.631833
30.0083;3.16174;0.632349
30.0409;3.16403;0.632806
30.0729;3.16592;0.633185
30.1063;3.16766;0.633533
30.129;3.16861;0.633722
30.1585;3.16963;0.633926
30.1891;3.17041;0.634082
30.2186;3.17091;0.634183
30.2466;3.17117;0.634235
30.2797;3.17107;0.634213
30.3115;3.17076;0.634152
30.3428;3.17007;0.634015
30.3743;3.16913;0.633826
30.4068;3.16783;0.633566
30.438;3.16631;0.633261
30.4695;3.16444;0.632889
30.5005;3.16237;0.632474
30.5327;3.15987;0.631973
30.5667;3.15697;0.631393
30.597;3.15404;0.630808
30.6267;3.15097;0.630194
30.6568;3.14755;0.629511
30.6859;3.14401;0.628802
30.7156;3.14015;0.62803
30.7474;3.13573;0.627145
30.7783;3.13115;0.62623
30.8128;3.12573;0.625147
30.8412;3.12102;0.624204
30.8738;3.1153;0.623059
30.9082;3.10899;0.621799
30.9386;3.10318;0.620636
30.9669;3.09747;0.619495
30.997;3.09122;0.618243
31.0276;3.08461;0.616922
31.0592;3.07753;0.615506
31.0909;3.07016;0.614032
31.1232;3.06236;0.612473
31.1541;3.05469;0.610938
31.1851;3.04669;0.609338
31.2177;3.03802;0.607605
31.2515;3.02879;0.605759
31.2816;3.02031;0.604062
31.3099;3.01212;0.602423
31.339;3.00359;0.600717
31.3695;2.99435;0.598871
31.3994;2.98512;0.597025
31.4345;2.97398;0.594797
31.4646;2.96425;0.59285
31.4957;2.95396;0.590793
31.5252;2.94398;0.588797
31.5551;2.9337;0.58674
31.584;2.92363;0.584726
31.6132;2.91324;0.582648
31.643;2.90245;0.58049
31.6778;2.88963;0.577927
31.7079;2.87839;0.575678
31.7362;2.86758;0.573517
31.7662;2.85606;0.571213
31.7952;2.84474;0.568948
31.8244;2.83322;0.566644
31.8548;2.82101;0.564203
31.8842;2.80908;0.561816
31.9145;2.79668;0.559335
31.9443;2.7843;0.55686
31.9751;2.77135;0.554269
32.0065;2.75803;0.551605
32.0361;2.74536;0.549072
32.0667;2.73207;0.546414
32.0988;2.718;0.5436
32.1293;2.70448;0.540897
32.1615;2.69012;0.538025
32.1927;2.6761;0.53522
32.2231;2.66225;0.532449
32.2541;2.64807;0.529614
32.2834;2.63458;0.526917
32.3139;2.62044;0.524088
32.3451;2.60585;0.52117
32.3676;2.59523;0.519046
32.3977;2.58105;0.516211
32.4311;2.56511;0.513022
32.463;2.54987;0.509973
32.4948;2.53462;0.506924
32.5244;2.52031;0.504062
32.554;2.50587;0.501175
32.5838;2.49138;0.498276
32.6149;2.47615;0.49523
32.648;2.45992;0.491983
32.6813;2.44351;0.488702
32.713;2.42783;0.485565
32.7511;2.40895;0.48179
32.7809;2.39415;0.47883
32.8122;2.37859;0.475717
32.8431;2.3632;0.472641
32.8746;2.34752;0.469504
32.9113;2.32921;0.465842
32.946;2.31186;0.462372
32.9762;2.29681;0.459363
33.0071;2.28143;0.456287
33.0372;2.26633;0.453265
33.0678;2.25107;0.450214
33.099;2.2355;0.447101
33.1293;2.22034;0.444067
33.1594;2.20543;0.441086
33.1907;2.18987;0.437973
33.222;2.17447;0.434894
33.2524;2.15947;0.431894
33.284;2.14389;0.428778
33.314;2.12918;0.425836
33.3462;2.11343;0.422687
33.3753;2.09932;0.419864
33.4049;2.08502;0.417004
33.4357;2.07018;0.414035
33.4656;2.05589;0.411179
33.4954;2.04167;0.408334
33.526;2.02719;0.405438
33.5561;2.01292;0.402585
33.5892;1.99742;0.399484
33.6186;1.9838;0.396759
33.6477;1.97038;0.394077
33.677;1.95697;0.391394
33.708;1.9429;0.38858
33.7384;1.92923;0.385846
33.7698;1.91525;0.383051
33.8;1.90189;0.380377
33.8309;1.88837;0.377673
33.8614;1.87514;0.375027
33.8913;1.8623;0.372461
33.9216;1.84946;0.369891
33.9523;1.83653;0.367307
33.9826;1.82393;0.364786
34.0141;1.81099;0.362198
34.0454;1.79836;0.359671
34.0776;1.78551;0.357101
34.1095;1.77295;0.35459
34.142;1.76033;0.352066
34.1774;1.74678;0.349356
34.2063;1.73587;0.347174
34.2355;1.72502;0.345004
34.2653;1.71417;0.342834
34.2952;1.70348;0.340695
34.3248;1.69307;0.338614
34.3553;1.6825;0.336499
34.3855;1.67224;0.334448
34.4167;1.66179;0.332358
34.4463;1.65208;0.330417
34.4755;1.64272;0.328543
34.5043;1.6337;0.32674
34.533;1.62488;0.324976
34.5631;1.61588;0.323175
34.5921;1.60728;0.321457
34.6214;1.59885;0.319769
34.6511;1.59053;0.318106
34.6825;1.58195;0.316391
34.7146;1.57346;0.314691
34.7458;1.56537;0.313074
34.7785;1.55717;0.311435
34.8103;1.54945;0.309891
34.8412;1.54219;0.308438
34.8726;1.53511;0.307022
34.9054;1.52797;0.305594
34.9391;1.5209;0.304181
34.9829;1.51219;0.302438
35.0139;1.5063;0.30126
35.0454;1.50058;0.300116
35.0766;1.49524;0.299048
35.1069;1.49023;0.298047
35.1389;1.48518;0.297037
35.1698;1.48056;0.296112
35.1996;1.47639;0.295279
35.232;1.47205;0.294409
35.2625;1.46826;0.293652
35.2921;1.46487;0.292975
35.3219;1.46162;0.292325
35.3529;1.45848;0.291696
35.3828;1.45575;0.29115
35.4144;1.45311;0.290622
35.4467;1.45068;0.290137
35.4789;1.44853;0.289706
35.5107;1.44675;0.289349
35.5435;1.44513;0.289026
35.5754;1.44389;0.288779
35.6078;1.4429;0.28858
35.6391;1.44217;0.288434
35.6708;1.44167;0.288333
35.7031;1.44147;0.288293
35.7335;1.44154;0.288309
35.7641;1.44188;0.288376
35.7949;1.44238;0.288477
35.826;1.44322;0.288644
35.8578;1.44431;0.288861
35.89;1.44569;0.289139
35.9203;1.44727;0.289453
35.9498;1.44901;0.289801
35.9819;1.45117;0.290234
36.0124;1.45348;0.290695
36.0425;1.45599;0.291199
36.0739;1.45886;0.291772
36.1041;1.46185;0.292371
36.1337;1.46497;0.292993
36.1666;1.46873;0.293747
36.1952;1.4722;0.29444
36.2247;1.47598;0.295197
36.2549;1.4801;0.296021
36.2848;1.48436;0.296872
36.315;1.48894;0.297787
36.344;1.4935;0.2987
36.373;1.49823;0.299646
36.4025;1.50328;0.300656
36.4333;1.50876;0.301752
36.4619;1.51402;0.302805
36.4929;1.51994;0.303989
36.5246;1.52618;0.305237
36.5557;1.53258;0.306516
36.5868;1.53915;0.307831
36.6189;1.54616;0.309232
36.6512;1.55342;0.310684
36.6821;1.56058;0.312115
36.7146;1.56831;0.313663
36.7459;1.57599;0.315198
36.7768;1.58376;0.316751
36.8092;1.59207;0.318414
36.842;1.60069;0.320139
36.873;1.60904;0.321808
36.9045;1.61772;0.323544
36.9359;1.62648;0.325296
36.9721;1.63693;0.327386
37.0061;1.64687;0.329373
37.0361;1.65575;0.331149
37.0652;1.66458;0.332916
37.0949;1.67371;0.334741
37.1241;1.68283;0.336566
37.1532;1.69209;0.338419
37.1827;1.70158;0.340317
37.213;1.71149;0.342297
37.2426;1.72127;0.344254
37.2722;1.73117;0.346234
37.3021;1.74133;0.348267
37.3353;1.75278;0.350555
37.3682;1.76427;0.352853
37.4005;1.77568;0.355136
37.4343;1.78773;0.357547
37.4665;1.79933;0.359866
37.499;1.8112;0.362241
37.5326;1.82361;0.364722
37.5649;1.83565;0.36713
37.5983;1.84819;0.369638
37.6313;1.8607;0.37214
37.6635;1.87308;0.374615
37.6972;1.88611;0.377222
37.7297;1.89871;0.379742
37.7621;1.91141;0.382282
37.7928;1.92358;0.384717
37.8255;1.93665;0.387329
37.8565;1.94901;0.389801
37.8888;1.96204;0.392407
37.9211;1.97507;0.395013
37.9536;1.98825;0.39765
37.9856;2.00134;0.400269
38.0174;2.01439;0.402878
38.0485;2.02721;0.405441
38.0802;2.04037;0.408075
38.1118;2.0535;0.410699
38.1444;2.06708;0.413416
38.1769;2.08067;0.416135
38.2088;2.09402;0.418805
38.2411;2.10754;0.421509
38.2724;2.12074;0.424149
38.3039;2.13403;0.426807
38.3357;2.1474;0.42948
38.3671;2.16066;0.432132
38.3987;2.174;0.434799
38.4317;2.18791;0.437582
38.465;2.20207;0.440414
38.4969;2.2155;0.4431
38.5289;2.22902;0.445804
38.5617;2.24283;0.448566
38.5936;2.25621;0.451242
38.6258;2.26974;0.453949
38.6579;2.28319;0.456638
38.6899;2.29654;0.459308
38.7223;2.31004;0.462009
38.7537;2.32314;0.464627
38.7859;2.33646;0.467291
38.8169;2.34921;0.469843
38.8487;2.36229;0.472458
38.882;2.3759;0.47518
38.9142;2.38899;0.477798
38.946;2.40184;0.480368
38.9829;2.4167;0.48334
39.0191;2.43108;0.486215
39.0504;2.44348;0.488696
39.0795;2.45491;0.490982
39.1093;2.46652;0.493304
39.1404;2.47855;0.495709
39.1723;2.49078;0.498157
39.2034;2.50267;0.500534
39.2354;2.51479;0.502957
39.2728;2.52876;0.505753
39.3045;2.5405;0.508099
39.3346;2.55144;0.510287
39.3672;2.56325;0.51265
39.3988;2.57458;0.514917
39.4321;2.58636;0.517273
39.4632;2.59723;0.519446
39.4958;2.60851;0.521701
39.5268;2.61908;0.523816
39.5589;2.62985;0.52597
39.591;2.64049;0.528098
39.6223;2.65068;0.530136
39.6539;2.66084;0.532169
39.6861;2.67107;0.534213
39.7183;2.68111;0.536221
39.7512;2.69118;0.538235
39.7829;2.70076;0.540152
39.8153;2.71034;0.542068
39.8465;2.71933;0.543866
39.8781;2.72835;0.54567
39.9138;2.73825;0.54765
39.9453;2.74683;0.549365
39.9774;2.75534;0.551068
40.0091;2.76364;0.552728
40.0423;2.77211;0.554422
40.0741;2.77998;0.555997
40.1058;2.78764;0.557529
40.138;2.79518;0.559036
40.1709;2.80273;0.560547
40.2031;2.80995;0.56199
40.2363;2.81711;0.563422
40.2705;2.82428;0.564856
40.3043;2.83112;0.566223
40.3368;2.83745;0.56749
40.3713;2.84395;0.56879
40.4043;2.84998;0.569995
40.4377;2.85574;0.571149
40.4722;2.8615;0.572299
40.504;2.86656;0.573312
40.5381;2.87178;0.574356
40.5729;2.87683;0.575366
40.6061;2.88135;0.57627
40.6385;2.88556;0.577112
40.6714;2.88954;0.577908
40.7043;2.89337;0.578674
40.7361;2.89676;0.579352
40.7683;2.90001;0.580002
40.8016;2.90309;0.580618
40.8345;2.90598;0.581195
40.8652;2.90842;0.581683
40.8956;2.91058;0.582117
40.9251;2.91258;0.582516
40.9555;2.91432;0.582864
40.9856;2.91585;0.58317
41.0193;2.91727;0.583453
41.052;2.91844;0.583688
41.0808;2.91928;0.583856
41.1107;2.91992;0.583984
41.1405;2.92035;0.58407
41.1722;2.92064;0.584128
41.2018;2.92068;0.584137
41.232;2.92052;0.584103
41.2635;2.92012;0.584024
41.2951;2.91953;0.583905
41.3312;2.91861;0.583722
41.3618;2.9176;0.583521
41.3912;2.91644;0.583289
41.4198;2.91504;0.583008
41.4491;2.91344;0.582687
41.4783;2.91164;0.582327
41.5096;2.90952;0.581903
41.5419;2.90712;0.581424
41.5738;2.90456;0.580911
41.613;2.90106;0.580212
41.6443;2.89807;0.579614
41.6738;2.89505;0.57901
41.7026;2.89186;0.578372
41.7327;2.88835;0.57767
41.7636;2.88458;0.576917
41.7957;2.88045;0.57609
41.827;2.87617;0.575235
41.8598;2.87149;0.574298
41.8921;2.86665;0.573331
41.925;2.86157;0.572314
41.9585;2.85611;0.571222
41.9915;2.85056;0.570111
42.0235;2.84502;0.569003
42.0576;2.83882;0.567764
42.0897;2.83276;0.566553
42.123;2.82628;0.565256
42.1554;2.81982;0.563965
42.1871;2.81326;0.562653
42.219;2.8065;0.561301
42.2519;2.7993;0.55986
42.2843;2.79204;0.558408
42.3159;2.78479;0.556958
42.3476;2.77742;0.555484
42.3799;2.76964;0.553928
42.4118;2.76181;0.552362
42.4444;2.75365;0.550729
42.4776;2.74515;0.54903
42.5107;2.73656;0.547311
42.5431;2.72794;0.545587
42.5751;2.71927;0.543854
42.6074;2.7104;0.542081
42.6389;2.70155;0.540311
42.6718;2.69214;0.538428
42.7066;2.68204;0.536407
42.7403;2.67212;0.534424
42.7726;2.66245;0.532489
42.8043;2.65288;0.530576
42.8356;2.64331;0.528662
42.868;2.63327;0.526654
42.9003;2.62312;0.524625
42.9321;2.61304;0.522607
42.965;2.60243;0.520486
42.9999;2.59109;0.518219
43.0333;2.58008;0.516016
43.0562;2.57246;0.514493
43.0887;2.56158;0.512317
43.1181;2.55167;0.510333
43.1476;2.54167;0.508334
43.1763;2.53186;0.506372
43.2058;2.52168;0.504337
43.2378;2.51059;0.502118
43.2697;2.49945;0.49989
43.3013;2.4883;0.497659
43.3343;2.47658;0.495316
43.3661;2.46523;0.493045
43.4;2.45303;0.490607
43.4336;2.44089;0.488178
43.4651;2.42949;0.485898
43.4964;2.41801;0.483603
43.5298;2.40585;0.481171
43.5622;2.39392;0.478784
43.5985;2.38049;0.476099
43.6313;2.36833;0.473666
43.6632;2.35645;0.471289
43.6937;2.34512;0.469025
43.7241;2.33371;0.466742
43.7546;2.3223;0.464459
43.7859;2.31055;0.462109
43.8154;2.2995;0.4599
43.8463;2.28795;0.45759
43.8758;2.27684;0.455368
43.9053;2.26581;0.453162
43.935;2.25465;0.450931
43.9642;2.24376;0.448752
43.9967;2.23161;0.446323
44.0281;2.21986;0.443973
44.0602;2.20784;0.441568
44.0919;2.19601;0.439203
44.1241;2.18399;0.436798
44.155;2.17255;0.434509
44.1873;2.16057;0.432114
44.2187;2.14905;0.42981
44.2525;2.13661;0.427322
44.2833;2.12535;0.42507
44.3166;2.11316;0.422632
44.3489;2.10138;0.420276
44.3815;2.08958;0.417917
44.4136;2.07805;0.41561
44.4456;2.06662;0.413324
44.4771;2.05548;0.411096
44.5099;2.0439;0.40878
44.5421;2.03261;0.406522
44.5745;2.02132;0.404263
44.6047;2.01093;0.402185
44.6354;2.00041;0.400082
44.6643;1.99065;0.398129
44.6942;1.98051;0.396103
44.7237;1.97072;0.394144
44.754;1.96068;0.392136
44.7832;1.9511;0.390219
44.8145;1.94096;0.388193
44.8436;1.93161;0.386322
44.8737;1.92204;0.384409
44.9055;1.91206;0.382413
44.9379;1.90199;0.380399
44.9696;1.89229;0.378458
45.0026;1.88228;0.376456
45.0352;1.87256;0.374512
45.0719;1.86179;0.372357
45.1034;1.85271;0.370541
45.1334;1.84413;0.368826
45.1665;1.83487;0.366974
45.1985;1.82602;0.365204
45.2269;1.81836;0.363672
45.2583;1.80997;0.361993
45.2912;1.80138;0.360275
45.3235;1.79312;0.358624
45.3566;1.78479;0.356958
45.389;1.77684;0.355368
45.4212;1.76907;0.353815
45.4531;1.76154;0.352307
45.4859;1.75403;0.350806
45.5175;1.74692;0.349384
45.5484;1.74014;0.348029
45.5821;1.73294;0.346588
45.6145;1.7262;0.345239
45.6459;1.71985;0.34397
45.6784;1.71346;0.342691
45.7102;1.70743;0.341486
45.7434;1.70129;0.340259
45.7759;1.69554;0.339108
45.8096;1.68974;0.337949
45.8418;1.68443;0.336887
45.8742;1.67926;0.335852
45.9053;1.6745;0.3349
45.9375;1.66978;0.333957
45.9695;1.66525;0.333051
46.0025;1.6608;0.332159
46.0335;1.6568;0.33136
46.0659;1.65285;0.330569
46.1009;1.64879;0.329758
46.1349;1.64513;0.329025
46.168;1.64175;0.328351
46.2013;1.63857;0.327713
46.234;1.63559;0.327118
46.2662;1.63295;0.32659
46.2997;1.63046;0.326093
46.3312;1.62833;0.325665
46.3611;1.62646;0.325293
46.3915;1.62476;0.324951
46.424;1.62308;0.324615
46.4573;1.62164;0.324329
46.4889;1.62048;0.324097
46.5196;1.61954;0.323907
46.5508;1.6188;0.323761
46.5818;1.61835;0.323669
46.6128;1.61795;0.32359
46.6438;1.61784;0.323569
46.6739;1.61784;0.323569
46.7046;1.61806;0.323611
46.7362;1.61855;0.323709
46.7676;1.61919;0.323837
46.799;1.61992;0.323984
46.8319;1.62097;0.324194
46.8649;1.62222;0.324445
46.8983;1.6237;0.324741
46.9297;1.62532;0.325064
46.9623;1.62717;0.325433
46.983;1.62845;0.32569
47.014;1.63054;0.326108
47.0435;1.63271;0.326541
47.0745;1.63519;0.327039
47.0953;1.63695;0.32739
47.1278;1.63982;0.327963
47.157;1.64262;0.328525
47.1862;1.64554;0.329108
47.2195;1.64908;0.329816
47.2598;1.65366;0.330731
47.2917;1.65747;0.331494
47.3212;1.66118;0.332236
47.35;1.6649;0.33298
47.3805;1.66899;0.333798
47.4111;1.67331;0.334662
47.445;1.67825;0.335651
47.4781;1.68326;0.336652
47.5105;1.68839;0.337677
47.5433;1.6937;0.338739
47.5729;1.69864;0.339728
47.6033;1.70389;0.340778
47.6332;1.70917;0.341834
47.6643;1.71484;0.342969
47.6943;1.72044;0.344089
47.7251;1.72629;0.345258
47.7568;1.7325;0.3465
47.7885;1.73885;0.347769
47.8225;1.74588;0.349176
47.8538;1.75249;0.350497
47.8854;1.75929;0.351859
47.9169;1.76624;0.353247
47.9494;1.77351;0.354703
47.9816;1.78088;0.356177
48.0144;1.7885;0.3577
48.0476;1.79637;0.359274
48.08;1.80414;0.360828
48.1136;1.81235;0.362469
48.1457;1.82028;0.364056
48.1772;1.82823;0.365646
48.2092;1.8364;0.367279
48.2416;1.84477;0.368954
48.2745;1.85342;0.370685
48.3087;1.86255;0.37251
48.342;1.87154;0.374307
48.3744;1.8804;0.37608
48.4079;1.88963;0.377927
48.4408;1.89882;0.379764
48.4736;1.90813;0.381625
48.5056;1.91725;0.38345
48.5386;1.92674;0.385349
48.5713;1.93622;0.387244
48.6044;1.94588;0.389175
48.6355;1.95505;0.39101
48.6682;1.96474;0.392947
48.699;1.974;0.3948
48.7293;1.98314;0.396628
48.7579;1.99187;0.398373
48.7866;2.00063;0.400125
48.8152;2.0094;0.40188
48.8434;2.0181;0.403619
48.8727;2.0271;0.40542
48.9007;2.03581;0.407162
48.9286;2.04454;0.408908
48.9559;2.05315;0.410629
48.9834;2.06184;0.412369
49.0099;2.07025;0.41405
49.0363;2.07858;0.415717
49.0629;2.08701;0.417401
49.089;2.09534;0.419067
49.1201;2.10529;0.421057
49.1469;2.11391;0.422781
49.1733;2.12238;0.424475
49.2003;2.131;0.426199
49.2267;2.13951;0.427902
49.2533;2.14807;0.429614
49.2788;2.15628;0.431256
49.3049;2.16467;0.432935
49.3313;2.17317;0.434634
49.3562;2.18124;0.436249
49.3838;2.19017;0.438034
49.4087;2.19823;0.439645
49.4324;2.20587;0.441174
49.4565;2.2137;0.44274
49.481;2.22162;0.444324
49.504;2.22902;0.445804
49.5278;2.23666;0.447333
49.553;2.24474;0.448947
49.5761;2.25218;0.450436
49.5997;2.25977;0.451953
49.6228;2.26711;0.453421
49.6463;2.27464;0.454929
49.6712;2.28259;0.456519
49.6972;2.29083;0.458167
49.7264;2.30011;0.460022
49.7539;2.30878;0.461755
49.7814;2.31744;0.463489
49.8125;2.32721;0.465442
49.8486;2.33855;0.467709
49.8786;2.34782;0.469565
49.9055;2.35609;0.471219
49.9334;2.36465;0.472931
49.9584;2.37228;0.474457
49.9863;2.38075;0.476151
50.0139;2.38905;0.477811
50.0468;2.39893;0.479785
50.0841;2.41003;0.482007
50.12;2.42067;0.484134
50.1571;2.43149;0.486298
50.1925;2.4417;0.488339
50.2285;2.45198;0.490396
50.264;2.46201;0.492401
50.3053;2.47356;0.494711
50.3379;2.48251;0.496503
50.3681;2.49072;0.498145
50.4012;2.49962;0.499924
50.4315;2.50766;0.501532
50.4626;2.51581;0.503162
50.4926;2.5235;0.5047
50.5217;2.53093;0.506186
50.5517;2.53845;0.50769
50.5844;2.54652;0.509305
50.6161;2.55426;0.510852
50.6474;2.56174;0.512347
50.6787;2.56911;0.513821
50.709;2.57613;0.515225
50.7399;2.58316;0.516632
50.7724;2.59045;0.518091
50.8065;2.59793;0.519586
50.8373;2.60455;0.520911
50.902;2.61816;0.523633
50.9261;2.62306;0.524612
50.9621;2.63019;0.526038
51.0003;2.63751;0.527502
51.0309;2.64326;0.528653
51.0605;2.64868;0.529736
51.09;2.6539;0.53078
51.1546;2.66504;0.533008
51.189;2.67065;0.534131
51.211;2.67413;0.534827
51.2525;2.68045;0.53609
51.2841;2.68512;0.537024
51.3149;2.68948;0.537897
51.3447;2.69354;0.538709
51.3766;2.69774;0.539548
51.4066;2.70157;0.540314
51.4381;2.70537;0.541074
51.4679;2.70877;0.541754
51.4976;2.71213;0.542426
51.528;2.71538;0.543076
51.5576;2.71832;0.543665
51.5879;2.72122;0.544244
51.6189;2.72401;0.544803
51.6508;2.72672;0.545343
51.6845;2.72939;0.545877
51.7152;2.73164;0.546329
51.746;2.73378;0.546756
51.7794;2.73593;0.547186
51.811;2.73776;0.547553
51.8423;2.7394;0.547879
51.8735;2.74081;0.548163
51.9042;2.74203;0.548407
51.9379;2.74323;0.548645
51.9682;2.74408;0.548816
51.9975;2.74475;0.54895
52.0266;2.74529;0.549057
52.057;2.74565;0.54913
52.0891;2.74591;0.549182
52.1193;2.74603;0.549207
52.1483;2.74597;0.549194
52.1799;2.74568;0.549136
